"Name","Url","Rating","Reviews","Type","MapLink","Email"
"DFW Landscape Solutions","https://www.dfwlandscapesolutions.com/","5.0","17","Landscaping Company in Dallas County, TX","https://www.google.com/maps/place/DFW+Landscape+Solutions/data=!4m7!3m6!1s0x864ea52030c109a7:0x24143eb453f91517!8m2!3d32.749921!4d-96.643389!16s%2Fg%2F11k679np5z!19sChIJpwnBMCClToYRFxX5U7Q-FCQ?authuser=0&hl=en&rclk=1","lawnsolutionsdallas@gmail.com"
"Original Landscape Concepts Inc.","https://originallandscapeconcepts.com/","5.0","34","Landscaping Company in Dallas County, TX","https://www.google.com/maps/place/Original+Landscape+Concepts+Inc./data=!4m7!3m6!1s0x864c20355ac22b09:0xa6a640db16387aef!8m2!3d32.941281!4d-96.7697471!16s%2Fg%2F1tdh484g!19sChIJCSvCWjUgTIYR73o4FttApqY?authuser=0&hl=en&rclk=1","landscapeconcepts@me.com"
"Timberline Lawn & Landscape","https://timberlinelawnandlandscape.com/?utm_source=google&utm_medium=seo&utm_campaign=gbp-listing","3.6","33","Landscaping Company in Dallas County, TX","https://www.google.com/maps/place/Timberline+Lawn+%26+Landscape/data=!4m7!3m6!1s0x864ea027442ddd97:0xae507c0ce2f50e03!8m2!3d32.8686173!4d-96.7488347!16s%2Fg%2F1thqb83n!19sChIJl90tRCegToYRAw714gx8UK4?authuser=0&hl=en&rclk=1","support@timberlinedallas.com"
"Crimson Landscape","https://www.crimsonlandscape.com/","4.7","97","Landscaping Company in Dallas County, TX","https://www.google.com/maps/place/Crimson+Landscape/data=!4m7!3m6!1s0x864c19004a89c6cb:0x8571111b70b74d76!8m2!3d32.9628614!4d-96.7110521!16s%2Fg%2F11b6z_x0d8!19sChIJy8aJSgAZTIYRdk23cBsRcYU?authuser=0&hl=en&rclk=1","info@crimsonlandscape.com"
"Premier Foundation Repair Inc.","https://www.premierfoundationrepair.com/","4.6","64","Foundation Repair in Dallas County, TX","https://www.google.com/maps/place/Premier+Foundation+Repair+Inc./data=!4m7!3m6!1s0x864c27412489c8f3:0x6b43427d25361399!8m2!3d32.857069!4d-96.972127!16s%2Fg%2F1tcxk4zr!19sChIJ88iJJEEnTIYRmRM2JX1CQ2s?authuser=0&hl=en&rclk=1","info@premierfoundationrepair.com"
"Pinnacle Foundation Repair","https://pinnaclefoundationrepair.com/locations/dallas/?utm_source=Google&utm_medium=Organic&utm_campaign=GMB","5.0","21","Foundation Repair in Dallas County, TX","https://www.google.com/maps/place/Pinnacle+Foundation+Repair/data=!4m7!3m6!1s0x864c21274072be59:0x57add8dbacb42784!8m2!3d32.9234159!4d-96.7948401!16s%2Fg%2F11sjgy7h96!19sChIJWb5yQCchTIYRhCe0rNvYrVc?authuser=0&hl=en&rclk=1","info@pinnaclefoundationrepair.com"
"Smart Foundation Repair Dallas","https://permatechfr.com/locations/dallas-tx/","4.9","76","Foundation Repair in Dallas County, TX","https://www.google.com/maps/place/Smart+Foundation+Repair+Dallas/data=!4m7!3m6!1s0x864c213b03120141:0xe4fa0202d1baecb7!8m2!3d32.9103202!4d-96.8180044!16s%2Fg%2F11vjkn19k2!19sChIJQQESAzshTIYRt-y60QIC-uQ?authuser=0&hl=en&rclk=1","steve@perma.tech"
"Concrete Repair Systems Foundation Repair","http://www.crsfoundationrepair.com/","5.0","47","Foundation Repair in Dallas County, TX","https://www.google.com/maps/place/Concrete+Repair+Systems+Foundation+Repair/data=!4m7!3m6!1s0x864c336f44266e6b:0x2762f6041c2ab753!8m2!3d33.136693!4d-97.065518!16s%2Fg%2F12hshy3yk!19sChIJa24mRG8zTIYRU7cqHAT2Yic?authuser=0&hl=en&rclk=1","jpotts@crsfoundationrepair.com"
"Curb Appeal Fence Company Dallas","https://curbappealwoodcare.com/","4.9","114","Fencing Contractor in Dallas County, TX","https://www.google.com/maps/place/Curb+Appeal+Fence+Company+Dallas/data=!4m7!3m6!1s0x864c1f7947299893:0x9cfc37380bd3762b!8m2!3d32.7826453!4d-96.7954613!16s%2Fg%2F11cn0v1fry!19sChIJk5gpR3kfTIYRK3bTCzg3_Jw?authuser=0&hl=en&rclk=1","curbappealwoodcare1@gmail.com"
"Dallas Fence","https://dallasfence.co/","5.0","6","Fencing Contractor in Dallas County, TX","https://www.google.com/maps/place/Dallas+Fence/data=!4m7!3m6!1s0x864c238418a0f6dd:0x8ec0d2fdc442edb9!8m2!3d32.989182!4d-96.8276979!16s%2Fg%2F11msd7lzv3!19sChIJ3fagGIQjTIYRue1CxP3SwI4?authuser=0&hl=en&rclk=1","build@dallasfence.co"
"De Leon Fence","http://www.deleonfence.com/","5.0","1","Fencing Contractor in Dallas County, TX","https://www.google.com/maps/place/De+Leon+Fence/data=!4m7!3m6!1s0x864e844c88dff2a9:0xe0f3c91e6dc1b04a!8m2!3d32.756045!4d-96.8652297!16s%2Fg%2F1tcx1ydg!19sChIJqfLfiEyEToYRSrDBbR7J8-A?authuser=0&hl=en&rclk=1","sdeleon@deleonfence.com"
"Tend Fencing","https://www.tendfencing.com/","5.0","30","Fencing Contractor in Dallas County, TX","https://www.google.com/maps/place/Tend+Fencing/data=!4m7!3m6!1s0xaad85b1afa9a6197:0x82e5f5cf6b7ad6ff!8m2!3d32.9596524!4d-96.7320961!16s%2Fg%2F11y5zw_1lg!19sChIJl2Ga-hpb2KoR_9Z6a8_15YI?authuser=0&hl=en&rclk=1","%20info@tendfencing.com"
"Phoenix Fencing and Staining LLC","https://phoenixfencingandstaining.com/","5.0","24","Fencing Contractor in Dallas County, TX","https://www.google.com/maps/place/Phoenix+Fencing+and+Staining+LLC/data=!4m7!3m6!1s0x215f9033cb711723:0xe9ad3a4bf649a0f8!8m2!3d32.8362815!4d-96.972127!16s%2Fg%2F11wxk5667j!19sChIJIxdxyzOQXyER-KBJ9ks6rek?authuser=0&hl=en&rclk=1","phoenixfencingandstaining@gmail.com"
"Eco 1 Plumbing LLC","https://eco1plumbingmiami.com/?utm_source=gmb&utm_medium=organic&utm_content=listing&utm_campaign=local","4.6","52","Plumbing Service in Miami-Dade County, FL","https://www.google.com/maps/place/Eco+1+Plumbing+LLC/data=!4m7!3m6!1s0x88d9b839f4c91bdf:0x99d5da4faeaa5966!8m2!3d25.5584269!4d-80.468195!16s%2Fg%2F11f01tm0w2!19sChIJ3xvJ9Dm42YgRZlmqrk_a1Zk?authuser=0&hl=en&rclk=1","norberto@eco1plumbingmiami.com"
"2 Bros Plumbing","https://2brosplumbingservices.com/","4.8","147","Plumbing Service in Miami-Dade County, FL","https://www.google.com/maps/place/2+Bros+Plumbing/data=!4m7!3m6!1s0x88d9b18d255efca9:0xbc70517731a3da4b!8m2!3d25.8308872!4d-80.2065159!16s%2Fg%2F11qq5__3pm!19sChIJqfxeJY2x2YgRS9qjMXdRcLw?authuser=0&hl=en&rclk=1","2brosplumbingllc@gmail.com"
"The Plumbers","https://theplumbersfl.com/","4.9","72","Plumbing Service in Miami-Dade County, FL","https://www.google.com/maps/place/The+Plumbers/data=!4m7!3m6!1s0x88d9b8529ea4ff3b:0x8fef6b268edbb265!8m2!3d25.7267078!4d-80.3166628!16s%2Fg%2F11b7y7n_5j!19sChIJO_-knlK42YgRZbLbjiZr748?authuser=0&hl=en&rclk=1","operations@theplumbersfl.com"
"Dr. W Plumber ??? 24/7 Plumbing Experts in South Florida","http://drwplumber.com/","4.4","27","Plumbing Service in Miami-Dade County, FL","https://www.google.com/maps/place/Dr.+W+Plumber+%E2%80%93+24%2F7+Plumbing+Experts+in+South+Florida/data=!4m7!3m6!1s0x210e63d57b1ced35:0xdd7a738d5bea7894!8m2!3d25.706793!4d-80.3133355!16s%2Fg%2F11y5tv4xh8!19sChIJNe0ce9VjDiERlHjqW41zet0?authuser=0&hl=en&rclk=1","info@drwplumber.com"
"One Stop Plumbing & Septic","https://1stopplumbing.net/","5.0","119","Plumbing Service in Miami-Dade County, FL","https://www.google.com/maps/place/One+Stop+Plumbing+%26+Septic/data=!4m7!3m6!1s0x698bbac8c9cb1dbb:0x9a4a85351ec2e8de!8m2!3d26.2735715!4d-80.4482804!16s%2Fg%2F11mlw1pxs_!19sChIJux3Lyci6i2kR3ujCHjWFSpo?authuser=0&hl=en&rclk=1","info@onestopplumbing.com"
"Ez Plumbing Repair Services","https://www.miamifloridaplumbing.com/","4.8","50","Plumbing Service in Miami-Dade County, FL","https://www.google.com/maps/place/Ez+Plumbing+Repair+Services/data=!4m7!3m6!1s0x88d9b7a150cb5adb:0x5de8c73deaad4ebc!8m2!3d25.7742052!4d-80.2112247!16s%2Fg%2F11w9cj3h34!19sChIJ21rLUKG32YgRvE6t6j3H6F0?authuser=0&hl=en&rclk=1","ezplumbingrepair@icloud.com"
"Brother's Services Plumbing","https://brothersservicesplumbing.com/","4.7","15","Plumbing Service in Miami-Dade County, FL","https://www.google.com/maps/place/Brother%27s+Services+Plumbing/data=!4m7!3m6!1s0x2aa18b037d592599:0xc10ed7dd110ad9!8m2!3d25.5584269!4d-80.468195!16s%2Fg%2F11mm91v17m!19sChIJmSVZfQOLoSoR2QoR3dcOwQA?authuser=0&hl=en&rclk=1","info@brothersservicesplumbing.com"
"Miami 305 Plumbing","https://miami305plumbing.com/","5.0","129","Plumbing Service in Miami-Dade County, FL","https://www.google.com/maps/place/Miami+305+Plumbing/data=!4m7!3m6!1s0x88d9c1f4776eaf8b:0x95225730f2e7f112!8m2!3d25.715612!4d-80.3732811!16s%2Fg%2F11vk3mrv5t!19sChIJi69ud_TB2YgREvHn8jBXIpU?authuser=0&hl=en&rclk=1","miami305plumbing@gmail.com"
"AAAPLUMBINGSERVICES COM","http://www.aaaplumbingservices.com/","4.9","114","Plumbing Service in Miami-Dade County, FL","https://www.google.com/maps/place/AAAPLUMBINGSERVICES+COM/data=!4m7!3m6!1s0x88d9b58c9158b8b5:0xfdaa270786630589!8m2!3d25.7741163!4d-80.1386226!16s%2Fg%2F11fcq3380l!19sChIJtbhYkYy12YgRiQVjhgcnqv0?authuser=0&hl=en&rclk=1","aaaplumbing@gmail.com"
"Oasis Plumbing","https://www.calloasis.com/?utm_source=Google+Maps&utm_medium=Organic","5.0","112","Plumbing Service in Miami-Dade County, FL","https://www.google.com/maps/place/Oasis+Plumbing/data=!4m7!3m6!1s0x68135fb2af124a51:0xc53795f65971807b!8m2!3d25.8465201!4d-80.1730808!16s%2Fg%2F11qh6h5wzm!19sChIJUUoSr7JfE2gRe4BxWfaVN8U?authuser=0&hl=en&rclk=1","info@calloasis.com"
"MIAMI SERVICE PLUMBERS | Plumbers In Homestead","https://miamiserviceplumbers.com/","5.0","78","Plumbing Service in Miami-Dade County, FL","https://www.google.com/maps/place/MIAMI+SERVICE+PLUMBERS+%7C+Plumbers+In+Homestead/data=!4m7!3m6!1s0x88d9e7dc4832b017:0xa26f105120a269fd!8m2!3d25.452054!4d-80.495601!16s%2Fg%2F11w93_p545!19sChIJF7AySNzn2YgR_WmiIFEQb6I?authuser=0&hl=en&rclk=1","service@miamiserviceplumbers.com"
"Danny and Sons Plumbing Miami","https://www.dannyandsonsplumbing.com/","5.0","35","Plumbing Service in Miami-Dade County, FL","https://www.google.com/maps/place/Danny+and+Sons+Plumbing+Miami/data=!4m7!3m6!1s0x27dd84c0f729735:0xb3ab97516ad14485!8m2!3d25.6481695!4d-80.320053!16s%2Fg%2F11l74c27ds!19sChIJNZdyD0zYfQIRhUTRalGXq7M?authuser=0&hl=en&rclk=1","office@dannyandsonsplumbing.com"
"BATTLE Electric, LLC","https://www.google.com/aclk?sa=L&ai=DChsSEwjPq_vrmL2SAxU1jlAGHf3VMe4YACICCAEQAhoCZGc&co=1&ase=2&gclid=EAIaIQobChMIz6v765i9kgMVNY5QBh391THuEBAYASAAEgKffPD_BwE&cid=CAASugHkaFO-hKOJ8B6j2Itq2x94C_CG5CWY9Mm4uNAe_9p8-HWF6Iu6kfXsyQhhb55UEWUgh2ep-9IS7lxwMRpqkmnmFJhlPzgPL3M9Ejsl0Cq1EDUq6u-QSu8TB09-B4MperQb1t_kGx8OOfzJ-mwotyLydlkm8PdDGZgk5aqrsOsmsDB94v_M8IKnhsaEMAc2TNYYkUoa799v7o4dkmE1m67mqUbeqDWDfAnGK238ck7ecFhSi0l_XooNHmI&cce=2&category=acrcp_v1_32&sig=AOD64_1hx6I5x5GQ-GGUPbz8Wd-kmwyGWA&adurl&q&ctype=99&nis=6","5.0","125","Electrician in Miami-Dade County, FL","https://www.google.com/maps/place/BATTLE+Electric,+LLC/data=!4m7!3m6!1s0x4cc3d4ad7f2ee09:0x51ff223b465b795b!8m2!3d25.522375!4d-80.405794!16s%2Fg%2F11rxp5vgnk!19sChIJCe7y10o9zAQRW3lbRjsi_1E?authuser=0&hl=en&rclk=1","battleelectric050@gmail.com"
"DES ELECTRICAL LLC","http://deselectricalllc.com/","5.0","101","Electrician in Miami-Dade County, FL","https://www.google.com/maps/place/DES+ELECTRICAL+LLC/data=!4m7!3m6!1s0x88d9b928e8a93b43:0x7e1c64c531782e4!8m2!3d25.8361878!4d-80.3212671!16s%2Fg%2F11hdnjm6v6!19sChIJQzup6Ci52YgR5IIXU0zG4Qc?authuser=0&hl=en&rclk=1","info@deselectricalllc.com"
"E&P Electrical services","https://epelectricalservice.com/","5.0","131","Electrician in Miami-Dade County, FL","https://www.google.com/maps/place/E%26P+Electrical+services/data=!4m7!3m6!1s0x88d9b795fcdd7b11:0x273c69237dfc969!8m2!3d25.7828425!4d-80.2085774!16s%2Fg%2F11y3b5ccv_!19sChIJEXvd_JW32YgRacnfN5LGcwI?authuser=0&hl=en&rclk=1","sales@epelectricalservice.com"
"J & J Electrical Contractors, LLC","http://www.jjelectricalcontractors.com/","4.7","12","Electrician in Miami-Dade County, FL","https://www.google.com/maps/place/J+%26+J+Electrical+Contractors,+LLC/data=!4m7!3m6!1s0x88d9b7b9f028a8c3:0x5a1ed3590cab1b51!8m2!3d25.7759069!4d-80.2550638!16s%2Fg%2F11rn70hg91!19sChIJw6go8Lm32YgRURurDFnTHlo?authuser=0&hl=en&rclk=1","jjelectricalcontractor@gmail.com"
"Smart Electrical Company Llc","https://smartelectricalcompany.com/","4.9","58","Electrician in Miami-Dade County, FL","https://www.google.com/maps/place/Smart+Electrical+Company+Llc/data=!4m7!3m6!1s0x2326bcca9d6bddc7:0x33ee55d344e61936!8m2!3d25.8800134!4d-80.1649659!16s%2Fg%2F11kk52s9bh!19sChIJx91rncq8JiMRNhnmRNNV7jM?authuser=0&hl=en&rclk=1","info@smartelectricalcompany.com"
"Unlimited Electrical Solutions LLC","http://www.unlimitedelectricalsolutions.com/","4.9","144","Electrician in Miami-Dade County, FL","https://www.google.com/maps/place/Unlimited+Electrical+Solutions+LLC/data=!4m7!3m6!1s0x88d9a4e308ce9827:0xc17950f23b09f93f!8m2!3d25.831721!4d-80.2788484!16s%2Fg%2F1hd_b857l!19sChIJJ5jOCOOk2YgRP_kJO_JQecE?authuser=0&hl=en&rclk=1","info@unlimitedelectricalsolutions.com"
"ARC Electrical Services Corp.","https://www.google.com/aclk?sa=L&ai=DChsSEwjPq_vrmL2SAxU1jlAGHf3VMe4YACICCAEQARoCZGc&co=1&ase=2&gclid=EAIaIQobChMIz6v765i9kgMVNY5QBh391THuEBAYAiAAEgJg3fD_BwE&cid=CAASugHkaFO-hKOJ8B6j2Itq2x94C_CG5CWY9Mm4uNAe_9p8-HWF6Iu6kfXsyQhhb55UEWUgh2ep-9IS7lxwMRpqkmnmFJhlPzgPL3M9Ejsl0Cq1EDUq6u-QSu8TB09-B4MperQb1t_kGx8OOfzJ-mwotyLydlkm8PdDGZgk5aqrsOsmsDB94v_M8IKnhsaEMAc2TNYYkUoa799v7o4dkmE1m67mqUbeqDWDfAnGK238ck7ecFhSi0l_XooNHmI&cce=2&category=acrcp_v1_32&sig=AOD64_39Pt0CzcDECRl_B6I8Iko_w9mJhw&adurl&q&ctype=99&nis=6","5.0","62","Electrician in Miami-Dade County, FL","https://www.google.com/maps/place/ARC+Electrical+Services+Corp./data=!4m7!3m6!1s0x88d9c572c97cf549:0x46704e25c5b5f57!8m2!3d25.792942!4d-80.375573!16s%2Fg%2F11s3k7g6v3!19sChIJSfV8yXLF2YgRV19bXOIEZwQ?authuser=0&hl=en&rclk=1","info@arcelectricalcorp.com"
"Elite Electric Solution LLC","https://eliteelectricsolution.com/","5.0","76","Electrician in Miami-Dade County, FL","https://www.google.com/maps/place/Elite+Electric+Solution+LLC/data=!4m7!3m6!1s0x4f7ae3490701cd7b:0x7ef47d8d3b53fef!8m2!3d25.835292!4d-80.3019155!16s%2Fg%2F11vq2h78pp!19sChIJe80BB0njek8R7z-109hH7wc?authuser=0&hl=en&rclk=1","eliteelectricsolution@gmail.com"
"Power Electric Solution INC","https://www.pelectricsol.com/","5.0","35","Electrician in Miami-Dade County, FL","https://www.google.com/maps/place/Power+Electric+Solution+INC/data=!4m7!3m6!1s0x2b816e15f0db8b59:0x5e8f4de5af89054d!8m2!3d25.7464834!4d-80.4482804!16s%2Fg%2F11vxy3ys9t!19sChIJWYvb8BVugSsRTQWJr-VNj14?authuser=0&hl=en&rclk=1","info@pelectricsol.com"
"Omar Electrical Contractor Corporation.","https://www.omar-electric.com/","4.9","17","Electrician in Miami-Dade County, FL","https://www.google.com/maps/place/Omar+Electrical+Contractor+Corporation./data=!4m7!3m6!1s0x88d9b8579dcbabef:0xc111723dd63d9b68!8m2!3d25.5584269!4d-80.468195!16s%2Fg%2F1tdd61qn!19sChIJ76vLnVe42YgRaJs91j1yEcE?authuser=0&hl=en&rclk=1","info@omar-electric.com"
"Rizo Electric Inc","http://www.rizoelectric.com/","5.0","103","Electrician in Miami-Dade County, FL","https://www.google.com/maps/place/Rizo+Electric+Inc/data=!4m7!3m6!1s0x88d9b1fb582f69ef:0x38186d25f404056f!8m2!3d25.8811337!4d-80.2085798!16s%2Fg%2F11fn2nxq48!19sChIJ72kvWPux2YgRbwUE9CVtGDg?authuser=0&hl=en&rclk=1","rizoelectricfl@gmail.com"
"Electropro Miami","https://electropromiami.com/","5.0","31","Electrician in Miami-Dade County, FL","https://www.google.com/maps/place/Electropro+Miami/data=!4m7!3m6!1s0xa808dc329475a4d9:0x441e2eb8abb607eb!8m2!3d25.5756232!4d-80.3525981!16s%2Fg%2F11wbhg88vp!19sChIJ2aR1lDLcCKgR6we2q7guHkQ?authuser=0&hl=en&rclk=1","martinerisbel7@gmail.com"
"All Quality Electrical Services","https://allqualityelectricalservices.com/","5.0","20","Electrician in Miami-Dade County, FL","https://www.google.com/maps/place/All+Quality+Electrical+Services/data=!4m7!3m6!1s0x88d9b1508e236905:0x1593555e314dee0d!8m2!3d25.8548878!4d-80.2341723!16s%2Fg%2F11s1wzcgz2!19sChIJBWkjjlCx2YgRDe5NMV5VkxU?authuser=0&hl=en&rclk=1","allqualityelec@att.net"
"Rumi Electric llc","https://rumielectric.com/","5.0","87","Electrician in Miami-Dade County, FL","https://www.google.com/maps/place/Rumi+Electric+llc/data=!4m7!3m6!1s0xfbca4a88383bb15:0xb30810db6316006a!8m2!3d25.7464834!4d-80.4482804!16s%2Fg%2F11y48t503p!19sChIJFbuDg6ikvA8RagAWY9sQCLM?authuser=0&hl=en&rclk=1","info@rumielectric.com"
"First Choice Home Electrician Miami","https://usmapid.org/details/first-choice-home-electrician-miami-ChIJtxs","5.0","16","Electrician in Miami-Dade County, FL","https://www.google.com/maps/place/First+Choice+Home+Electrician+Miami/data=!4m7!3m6!1s0x88d9b73783091bb7:0x90b7a323fddb3442!8m2!3d25.7656264!4d-80.1937392!16s%2Fg%2F11smvlbts9!19sChIJtxsJgze32YgRQjTb_SOjt5A?authuser=0&hl=en&rclk=1","info@usmapinformation.com"
"NJM Electric Service and repair","https://njmelectricserviceandrepair.com/","4.8","13","Electrician in Miami-Dade County, FL","https://www.google.com/maps/place/NJM+Electric+Service+and+repair/data=!4m7!3m6!1s0x88d9b192248d9603:0xe00ee02c5c356613!8m2!3d25.8221433!4d-80.2158246!16s%2Fg%2F11t_z8p6qb!19sChIJA5aNJJKx2YgRE2Y1XCzgDuA?authuser=0&hl=en&rclk=1","njmelectric7@gmail.com"
"Electrician Contractor Pros","https://electricianpromiami.wixsite.com/electrician-contract","5.0","12","Electrician in Miami-Dade County, FL","https://www.google.com/maps/place/Electrician+Contractor+Pros/data=!4m7!3m6!1s0x88d9b75800377885:0x9467a6243b40f82f!8m2!3d25.778615!4d-80.2607712!16s%2Fg%2F11rn71_nny!19sChIJhXg3AFi32YgRL_hAOySmZ5Q?authuser=0&hl=en&rclk=1","8c4075d5481d476e945486754f783364@sentry.io"
"Manny Source Electric Corp","https://mannysourceelectric.com/","5.0","45","Electrician in Miami-Dade County, FL","https://www.google.com/maps/place/Manny+Source+Electric+Corp/data=!4m7!3m6!1s0x88d9c325c870d969:0x996a64ccd391640e!8m2!3d25.6206077!4d-80.3819941!16s%2Fg%2F11tnftkbhk!19sChIJadlwyCXD2YgRDmSR08xkapk?authuser=0&hl=en&rclk=1","mannysource01@gmail.com"
"Landscaping By Steve Blaum Inc","http://www.blaumlandscaping.com/","4.5","32","Landscaping Company in Miami-Dade County, FL","https://www.google.com/maps/place/Landscaping+By+Steve+Blaum+Inc/data=!4m7!3m6!1s0x88d9b799ff87d277:0x4f39127cc5033122!8m2!3d25.829879!4d-80.280148!16s%2Fg%2F1vc82m6m!19sChIJd9KH_5m32YgRIjEDxXwSOU8?authuser=0&hl=en&rclk=1","info@blaumlandscaping.com"
"M.C. GENERAL LANDSCAPING, INC.","https://www.mc-landscaping-service.com/","5.0","51","Landscaping Company in Miami-Dade County, FL","https://www.google.com/maps/place/M.C.+GENERAL+LANDSCAPING,+INC./data=!4m7!3m6!1s0x88d9b15721e98fc9:0x2a7456f3f8ff2a7f!8m2!3d25.8710377!4d-80.2321396!16s%2Fg%2F11lv4thl_z!19sChIJyY_pIVex2YgRfyr_-PNWdCo?authuser=0&hl=en&rclk=1","m.c.lawnservice.inc@gmail.com"
"Bulfrano H Landscaping LLC","https://bulfranohlandscapingllc.godaddysites.com/","5.0","39","Landscaping Company in Miami-Dade County, FL","https://www.google.com/maps/place/Bulfrano+H+Landscaping+LLC/data=!4m7!3m6!1s0x4b17c4080df375bb:0x7a97107150ff002!8m2!3d25.8225481!4d-80.275086!16s%2Fg%2F11wwhgf0fl!19sChIJu3XzDQjEF0sRAvAPFQdxqQc?authuser=0&hl=en&rclk=1","eben@eyebytes.com"
"Nerak Co. Landscaping","http://www.miami-landscape.com/","4.8","71","Landscaping Company in Miami-Dade County, FL","https://www.google.com/maps/place/Nerak+Co.+Landscaping/data=!4m7!3m6!1s0x88d9e97ee302a95b:0xa3b999126fe41a0c!8m2!3d25.633188!4d-80.50234!16s%2Fg%2F1tczl8nh!19sChIJW6kC437p2YgRDBrkbxKZuaM?authuser=0&hl=en&rclk=1","8c4075d5481d476e945486754f783364@sentry.io"
"Santos Gonzalez Lawn Service & Landscaping","https://horticulturepros.wixsite.com/horticulturepros","4.9","42","Landscaping Company in Miami-Dade County, FL","https://www.google.com/maps/place/Santos+Gonzalez+Lawn+Service+%26+Landscaping/data=!4m7!3m6!1s0x88d9b70ada88a365:0x414519649e66f0b7!8m2!3d25.901836!4d-80.2490065!16s%2Fg%2F11j6swrrkd!19sChIJZaOI2gq32YgRt_BmnmQZRUE?authuser=0&hl=en&rclk=1","horticulturepros@gmail.com"
"AS4Less Landscaping","https://www.as4less-landscaping.com/","4.6","57","Landscaping Company in Miami-Dade County, FL","https://www.google.com/maps/place/AS4Less+Landscaping/data=!4m7!3m6!1s0x88d9b6845f39c52b:0x8ecc28af1caf2c03!8m2!3d25.76575!4d-80.1948294!16s%2Fg%2F11d_z8scd2!19sChIJK8U5X4S22YgRAyyvHK8ozI4?authuser=0&hl=en&rclk=1","contact@as4less.com"
"Varadero Landscaping","https://www.varaderolandscaping.com/","5.0","46","Landscaping Company in Miami-Dade County, FL","https://www.google.com/maps/place/Varadero+Landscaping/data=!4m7!3m6!1s0x4aed18bd3557e709:0xb95ec42be3a8aa13!8m2!3d26.5179635!4d-81.8408496!16s%2Fg%2F11mcbcp56r!19sChIJCedXNb0Y7UoRE6qo4yvEXrk?authuser=0&hl=en&rclk=1","info@varaderolandscaping.com"
"Eagle's Paradise Landscaping","https://eaglesparadiselandscaping.com/","5.0","12","Landscaping Company in Miami-Dade County, FL","https://www.google.com/maps/place/Eagle%27s+Paradise+Landscaping/data=!4m7!3m6!1s0x4b0ffc068321e163:0x595bca534f3abb07!8m2!3d25.5664344!4d-80.468195!16s%2Fg%2F11s58p2tnh!19sChIJY-Ehgwb8D0sRB7s6T1PKW1k?authuser=0&hl=en&rclk=1","support@masclientes.com"
"CH Services","http://www.chlawnservice.com/","5.0","21","Landscaping Company in Miami-Dade County, FL","https://www.google.com/maps/place/CH+Services/data=!4m7!3m6!1s0x88d9c32fdb196c4f:0xd82d2af75115faa9!8m2!3d25.6909205!4d-80.2648685!16s%2Fg%2F11y39m0n4d!19sChIJT2wZ2y_D2YgRqfoVUfcqLdg?authuser=0&hl=en&rclk=1","ch.services919@gmail.com"
"Mv Paradise Landscaping","https://www.mvparadisellc.com/?utm_source=google&utm_medium=wix_google_business_profile&utm_campaign=7373590779117569340","4.9","12","Landscaping Company in Miami-Dade County, FL","https://www.google.com/maps/place/Mv+Paradise+Landscaping/data=!4m7!3m6!1s0x6ce6b4bbff58ca8b:0xc0640a500a60dbbb!8m2!3d25.6172045!4d-81.562095!16s%2Fg%2F11y777zksd!19sChIJi8pY_7u05mwRu9tgClAKZMA?authuser=0&hl=en&rclk=1","8c4075d5481d476e945486754f783364@sentry.io"
"King Tower Landscaping Inc.","https://www.kingtowerinc.com/","3.7","3","Landscaping Company in Miami-Dade County, FL","https://www.google.com/maps/place/King+Tower+Landscaping+Inc./data=!4m7!3m6!1s0x8067a37cd65f52f3:0x7bb078fb84742234!8m2!3d25.782414!4d-80.2253934!16s%2Fg%2F11l2bs5vng!19sChIJ81Jf1nyjZ4ARNCJ0hPt4sHs?authuser=0&hl=en&rclk=1","kingtower24@gmail.com"
"Tropicoast Landscape Solutions","https://www.tropicoastlandscape.com/","5.0","19","Landscaping Company in Miami-Dade County, FL","https://www.google.com/maps/place/Tropicoast+Landscape+Solutions/data=!4m7!3m6!1s0x867e39f205afe677:0xffa695126b3ff91!8m2!3d25.5584269!4d-80.468195!16s%2Fg%2F11y3m_xl5t!19sChIJd-avBfI5foYRkf-zJlFp-g8?authuser=0&hl=en&rclk=1","tropicoastlandscape@gmail.com"
"Marcos Diaz Landscaping Inc","https://marcosdiazlandscapinginc.com/","5.0","11","Landscaping Company in Miami-Dade County, FL","https://www.google.com/maps/place/Marcos+Diaz+Landscaping+Inc/data=!4m7!3m6!1s0x4af7700b1ab5490d:0x5d3b8bc926f91fe9!8m2!3d26.4659116!4d-81.3666026!16s%2Fg%2F11l31k9n25!19sChIJDUm1Ggtw90oR6R_5JsmLO10?authuser=0&hl=en&rclk=1","leodiaz5656@gmail.com"
"Dade Pest Solutions","https://www.dadepestsolutions.com/","5.0","133","Pest Control Service in Miami-Dade County, FL","https://www.google.com/maps/place/Dade+Pest+Solutions/data=!4m7!3m6!1s0x252f3432503d1cc7:0x80852060e371cb47!8m2!3d25.4698498!4d-80.4382797!16s%2Fg%2F11tn8d8yyb!19sChIJxxw9UDI0LyURR8tx42AghYA?authuser=0&hl=en&rclk=1","info@dadepestsolutions.com"
